Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gwen,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Zika,TOP,1,5,3,0.8,237,8.5,10555,379,22.5%,0,0,0,9519.9,1412.86,5069.51,3037.53,342,22.8%,0.14,66.7%,23206.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidalee,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,XUN,JUNGLE,2,4,3,1.3,162,5.8,9156,329,19.5%,0,0,0,10873.56,819.28,9725.43,328.85,391,26%,0.18,83.3%,22193.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sion,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Yuekai,MID,2,3,4,2,212,7.6,9878,355,21.1%,0,0,0,5870.99,4187.22,1680.77,3,211,14.1%,0.22,100%,20385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miss Fortune,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Wink,ADC,1,4,3,1,270,9.7,11308,406,24.1%,0,0,0,12545.93,9878.43,2125.85,541.65,451,30.1%,0.14,66.7%,9825.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,XinLiu,SUPPORT,0,4,4,1,34,1.2,6002,216,12.8%,0,0,0,2933.29,307.95,1456.64,1168.7,105,7%,0.14,66.7%,10683.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnar,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Ale,TOP,7,2,9,8,240,8.6,14001,503,24.7%,0,0,0,21190.47,16949.7,4240.77,0,761,32.5%,0.57,80%,23494.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppy,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Tarzan,JUNGLE,5,1,13,18,137,4.9,10076,362,17.8%,0,0,0,9691.9,6627.15,1827.75,1237,348,14.8%,0.65,90%,14573.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Doinb,MID,4,1,5,9,238,8.6,12014,432,21.2%,0,0,0,15282.07,859.91,13984.4,437.76,549,23.4%,0.32,45%,9197.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Light,ADC,4,0,9,Perfect KDA,278,10,13471,484,23.8%,0,0,0,16286.92,13063.5,1871.47,1351.95,585,24.9%,0.47,65%,7630.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,IG vs LNG Esports,Invictus Gaming,0 - 2,LNG Esports,WEEK5,12.11,2022-07-05,1,Iwandy,SUPPORT,0,2,14,7,28,1,7043,253,12.4%,0,0,0,2830.71,373.26,2457.45,0,102,4.3%,0.5,70%,13571.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
