Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,Zika,TOP,0,5,3,0.6,225,7.8,9486,331,21%,0,0,0,9204.71,8276.72,927.99,0,321,19.9%,0.1,60%,26178.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,XUN,JUNGLE,1,4,2,0.8,157,5.5,8348,291,18.5%,0,0,0,9926.71,7026.2,2066.01,834.5,346,21.4%,0.1,60%,26448.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,Yuekai,MID,1,6,4,0.8,241,8.4,10374,361,22.9%,0,0,0,13685.94,626.84,12907.1,152,477,29.6%,0.17,100%,24424.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draven,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,Wink,ADC,2,4,3,1.3,234,8.2,10951,382,24.2%,0,0,0,10095.39,9465.27,630.12,0,352,21.8%,0.17,100%,13384.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,XinLiu,SUPPORT,1,5,4,1,34,1.2,6087,212,13.5%,0,0,0,3399.87,534.32,2009.55,856,118,7.3%,0.17,100%,11048.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayle,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,TheShy,TOP,6,1,11,17,282,9.8,14364,500,23.7%,0,0,0,27676.2,11850.2,12857.5,2968.5,964,34.3%,0.59,70.8%,16350.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,SofM,JUNGLE,1,1,10,11,184,6.4,10744,374,17.7%,0,0,0,7872.93,6360.32,832.11,680.5,274,9.8%,0.38,45.8%,25495.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahri,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,Angel,MID,9,0,10,Perfect KDA,252,8.8,13600,474,22.5%,0,0,0,23351.11,1635.71,16263,5452.4,814,29%,0.66,79.2%,13652.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,huanfeng,ADC,6,0,8,Perfect KDA,277,9.7,13799,481,22.8%,0,0,0,15470.44,12370.8,2769.64,330,539,19.2%,0.49,58.3%,9024.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alistar,IG vs WBG,Invictus Gaming,1 - 2,Weibo Gaming,WEEK1,12.10,2022-06-10,3,ON,SUPPORT,2,3,15,5.7,33,1.1,8046,280,13.3%,0,0,0,6214.18,593.26,4896.92,724,217,7.7%,0.59,70.8%,16824.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
