Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Sion,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,369,TOP,3,0,15,Perfect KDA,264,8.3,12670,401,20%,0,0,0,19562.14,10497.6,8466.43,598.11,618,20.9%,0.57,66.7%,24989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Kanavi,JUNGLE,10,1,14,24,199,6.3,13771,435,21.8%,0,0,0,24184.37,20695.5,2342.59,1146.28,765,25.9%,0.76,88.9%,27725.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahri,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Yagao,MID,8,3,14,7.3,249,7.9,14625,462,23.1%,0,0,0,26643.79,2021.44,17440.8,7181.55,842,28.5%,0.7,81.5%,16204.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Hope,ADC,6,1,15,21,284,9,14479,458,22.9%,0,0,0,16472.68,13010.3,2444.51,1017.87,521,17.6%,0.66,77.8%,6566.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Missing,SUPPORT,0,6,19,3.2,31,1,7741,245,12.2%,0,0,0,6571.11,714.14,5602.03,254.94,208,7%,0.6,70.4%,20030.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camille,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Cube,TOP,1,5,4,1,242,7.7,10911,345,20.4%,0,0,0,17580.99,9664.75,1367.45,6548.79,556,23.8%,0.16,45.5%,30745.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Leyan,JUNGLE,2,5,8,2,152,4.8,10081,319,18.8%,0,0,0,11421.91,9780.82,959.59,681.5,361,15.4%,0.32,90.9%,31459.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,Strive,MID,2,6,4,1,266,8.4,11181,353,20.9%,0,0,0,14027.83,723.33,13304.5,0,443,19%,0.19,54.5%,17441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,iBOY,ADC,3,4,7,2.5,294,9.3,13794,436,25.8%,0,0,0,25274.31,19804.7,1442.99,4026.62,799,34.2%,0.32,90.9%,15092.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,JD Gaming vs Rare Atom,JD Gaming,2 - 1,Rare Atom,WEEK6,12.12,2022-07-11,3,yuyanjia,SUPPORT,3,7,5,1.1,29,0.9,7517,238,14.1%,0,0,0,5626.53,634.54,4126.92,865.07,178,7.6%,0.25,72.7%,21827.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
