Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Ale,TOP,2,3,1,1,301,8.1,13306,359,22.4%,0,0,0,30464.23,25196.5,5267.73,0,822,35.6%,0.08,75%,36035.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Tarzan,JUNGLE,0,4,1,0.3,207,5.6,10352,279,17.4%,0,0,0,6702.63,5446.12,1098.51,158,181,7.8%,0.03,25%,29536.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Fate,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Doinb,MID,0,3,3,1,291,7.9,14341,387,24.1%,0,0,0,15733.79,1751.49,13792.3,190,425,18.4%,0.08,75%,18285.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucian,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Light,ADC,2,2,0,1,324,8.7,13680,369,23%,0,0,0,24305.48,17192.7,7034.3,78.48,656,28.4%,0.05,50%,18007.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nami,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Iwandy,SUPPORT,0,3,2,0.7,21,0.6,7810,211,13.1%,0,0,0,8480.4,629.7,7850.7,0,229,9.9%,0.05,50%,16252.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sejuani,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Wayward,TOP,0,2,8,4,289,7.8,12438,336,19.4%,0,0,0,16732.19,8570.59,6860.31,1301.29,452,18.7%,0.22,53.3%,35547.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Tian,JUNGLE,2,1,10,12,179,4.8,11969,323,18.7%,0,0,0,11681.94,9046.75,2040.3,594.89,315,13.1%,0.32,80%,35909.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galio,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Knight,MID,5,0,9,Perfect KDA,311,8.4,14742,398,23%,0,0,0,22451.16,149.86,22301.3,0,606,25.1%,0.38,93.3%,25099.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kog,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,JackeyLove,ADC,6,1,5,11,350,9.4,15980,431,25%,0,0,0,35852.7,18404.3,16250.4,1198,968,40.1%,0.3,73.3%,19928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lulu,LNG Esports vs Top Esports,LNG Esports,0 - 2,Top Esports,WEEK4,12.11,2022-06-28,1,Mark,SUPPORT,2,0,13,Perfect KDA,17,0.5,8873,239,13.9%,0,0,0,2787.36,297.66,2131.7,358,75,3.1%,0.4,100%,8675.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
