,Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,K+A,K+A Per Minute,KP%,CS,CSM,Golds,GPM,GOLD%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,DMG/GOLD,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,WPM,VWPM,WCPM,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
70,Gwen,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Wayward,TOP,2,5,1,0.6,3,0.11,0.75,239,8.5,11203,401,0.239,11977.73,2068.65,5513.76,4395.32,428,0.281,1.0691537980897974,20946.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
71,Graves,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Tian,JUNGLE,0,6,3,0.5,3,0.11,0.75,196,7.0,9356,335,0.2,7900.99,6679.8,335.34,885.85,283,0.18600000000000003,0.8444837537409149,19489.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
72,Ahri,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Knight,MID,0,1,3,3,3,0.11,0.75,249,8.9,10422,373,0.223,12645.92,1169.6,7827.33,3648.99,452,0.297,1.213387065822299,14271.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
73,Twitch,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,JackeyLove,ADC,1,4,0,0.3,1,0.04,0.25,242,8.7,9847,352,0.21,7731.14,5934.28,212.78,1584.08,276,0.182,0.7851264344470398,15107.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
74,Rakan,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Mark,SUPPORT,1,2,1,1,2,0.07,0.5,18,0.6,5962,213,0.127,2322.25,418.99,1432.37,470.89,83,0.055,0.38950855417645086,10308.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
75,Sett,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,369,TOP,2,3,5,2.3,7,0.25,0.389,205,7.3,11270,403,0.196,10574.94,8742.49,0.0,1832.45,378,0.172,0.9383265306122449,23501.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
76,Wukong,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Kanavi,JUNGLE,8,0,4,Perfect KDA,12,0.43,0.667,203,7.3,12769,457,0.223,11780.51,9469.17,1347.84,963.5,421,0.192,0.9225867334951837,22147.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
77,LeBlanc,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Yagao,MID,6,0,2,Perfect KDA,8,0.29,0.444,262,9.4,13163,471,0.22899999999999998,14325.51,671.26,12679.1,975.15,512,0.233,1.0883164932006382,12226.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
78,Ezreal,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Hope,ADC,2,1,6,8,8,0.29,0.444,293,10.5,12977,464,0.226,15319.97,9942.87,5129.1,248.0,548,0.249,1.1805478924250596,12215.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
79,Yuumi,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,1,Missing,SUPPORT,0,0,12,Perfect KDA,12,0.43,0.667,10,0.4,7183,257,0.125,9499.11,676.24,8328.87,494.0,340,0.154,1.32244326882918,4210.53,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
80,Ornn,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Cube,TOP,1,3,4,1.7,5,0.19,1.0,195,7.5,9110,352,0.209,11130.13,3128.98,7949.03,52.12,431,0.213,1.221748627881449,16784.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
81,Graves,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Leyan,JUNGLE,1,3,3,1.3,4,0.15,0.8,209,8.1,9928,384,0.228,10512.52,9090.7,266.68,1155.14,407,0.201,1.0588759065269944,16487.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
82,Azir,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Strive,MID,2,3,1,1,3,0.12,0.6,239,9.2,9287,359,0.213,16637.28,379.81,15922.8,334.67,644,0.318,1.7914590287498653,11343.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
83,Tahm Kench,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,yuyanjia,ADC,1,4,3,1,4,0.15,0.8,166,6.4,8021,310,0.184,4122.91,230.36,3353.1,539.45,159,0.079,0.5140144620371525,20571.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
84,Senna,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,iBOY,SUPPORT,0,3,5,1.7,5,0.19,1.0,40,1.5,7171,277,0.165,9907.47,9907.47,0.0,0.0,383,0.18899999999999997,1.3816022869892621,11295.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
85,Camille,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Zdz,TOP,2,2,7,4.5,9,0.35,0.563,208,8.0,10201,395,0.19699999999999998,13190.67,8314.14,1058.46,3818.07,510,0.223,1.293076169003039,19007.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
86,Viego,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Xiaohao,JUNGLE,3,2,9,6,12,0.46,0.75,163,6.3,10005,387,0.193,6163.24,5448.05,534.69,180.5,238,0.10400000000000001,0.6160159920039979,22021.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
87,Swain,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Forge,MID,4,0,10,Perfect KDA,14,0.54,0.875,247,9.6,11296,437,0.218,9978.77,670.33,9218.44,90.0,386,0.168,0.8833896954674222,16289.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
88,Ezreal,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Betty,ADC,6,0,8,Perfect KDA,14,0.54,0.875,248,9.6,13289,514,0.256,24848.59,14023.7,9609.74,1215.15,961,0.419,1.869861539619234,13308.1,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
89,Bard,AL vs Rare Atom,Anyone s Legend,2 - 0,Rare Atom,WEEK1,12.1,2022-06-11,2,Qiuqiu,SUPPORT,1,1,12,13,13,0.5,0.813,36,1.4,7074,274,0.136,5101.39,1162.41,3330.98,608.0,197,0.086,0.7211464517953068,7751.58,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,,,,,,,,,
90,Gwen,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Wayward,TOP,7,1,6,13,13,0.42,0.65,276,8.9,15084,489,0.239,15655.4,2032.86,8861.54,4761.0,507,0.252,1.0378811986210554,24956.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
91,Viego,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Tian,JUNGLE,5,2,11,8,16,0.52,0.8,208,6.7,12392,401,0.196,13176.2,10644.4,1926.51,605.29,427,0.212,1.0632827630729504,30173.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
92,Lissandra,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Knight,MID,4,0,10,Perfect KDA,14,0.45,0.7,311,10.1,14025,454,0.222,12604.85,981.99,11356.6,266.26,408,0.203,0.8987415329768271,11605.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
93,Aphelios,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,JackeyLove,ADC,2,3,14,5.3,16,0.52,0.8,293,9.5,13434,435,0.213,16355.86,15178.9,788.08,388.88,530,0.263,1.2174973946702397,12067.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
94,Nautilus,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Mark,SUPPORT,2,1,11,13,13,0.42,0.65,44,1.4,8251,267,0.131,4315.47,804.1,3200.22,311.15,140,0.069,0.523023875893831,10582.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
95,Kennen,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,369,TOP,1,4,3,1,4,0.13,0.5710000000000001,255,8.3,11033,357,0.214,19062.56,3110.65,15919.9,32.01,618,0.341,1.72777666999003,15100.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
96,Lee Sin,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Kanavi,JUNGLE,4,5,2,1.2,6,0.19,0.857,177,5.7,11479,372,0.222,8269.13,7434.6,495.53,339.0,268,0.14800000000000002,0.7203702413102185,21963.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
97,Ahri,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Yagao,MID,1,2,5,3,6,0.19,0.857,293,9.5,11789,382,0.228,13552.3,1762.2,8609.0,3181.1,439,0.243,1.1495716345746034,17310.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
98,Ezreal,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Hope,ADC,1,5,5,1.2,6,0.19,0.857,248,8.0,10972,355,0.213,12408.31,8566.59,3697.72,144.0,402,0.222,1.1309068538096974,15650.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
99,Leona,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,2,Missing,SUPPORT,0,4,4,1,4,0.13,0.5710000000000001,38,1.2,6335,205,0.12300000000000001,2548.96,919.34,967.62,662.0,83,0.046,0.4023614838200474,12357.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
100,Gragas,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,369,TOP,3,0,6,Perfect KDA,9,0.36,0.36,193,7.8,9596,386,0.18899999999999997,14481.21,1346.41,13134.8,0.0,582,0.237,1.5090881617340557,14241.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
101,Wukong,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Kanavi,JUNGLE,6,1,8,14,14,0.56,0.56,148,5.9,9966,401,0.196,11018.17,7666.22,2760.45,591.5,443,0.18,1.1055759582580775,20759.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
102,Galio,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Yagao,MID,4,1,12,16,16,0.64,0.64,171,6.9,9741,391,0.191,9598.0,97.44,9500.56,0.0,386,0.157,0.985319782363207,12341.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
103,Lucian,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Hope,ADC,11,2,8,9.5,19,0.76,0.76,234,9.4,13053,525,0.257,17890.12,12264.9,5360.36,264.86,719,0.293,1.3705753466636021,11489.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
104,Nami,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Missing,SUPPORT,1,0,22,Perfect KDA,23,0.92,0.92,8,0.3,8530,343,0.168,8075.72,1177.26,6412.46,486.0,325,0.132,0.9467432590855803,6844.12,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
105,Kayle,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Wayward,TOP,0,3,1,0.3,1,0.04,0.25,207,8.3,7992,321,0.222,10644.42,3655.57,6846.08,142.77,428,0.287,1.3318843843843844,17722.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
106,Viego,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Tian,JUNGLE,1,4,2,0.8,3,0.12,0.75,134,5.4,6963,280,0.193,6454.2,5544.9,276.38,632.92,259,0.174,0.9269280482550625,21270.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
107,Vex,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Knight,MID,3,3,1,1.3,4,0.16,1.0,166,6.7,8502,342,0.23600000000000002,9735.02,1245.58,8335.88,153.56,391,0.262,1.145027052458245,8676.88,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
108,Draven,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,JackeyLove,ADC,0,7,3,0.4,3,0.12,0.75,179,7.2,7586,305,0.21100000000000002,6684.66,6528.26,0.0,156.4,269,0.18,0.8811837595570788,13296.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
109,Nautilus,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.1,2022-06-11,3,Mark,SUPPORT,0,8,3,0.4,3,0.12,0.75,36,1.4,4984,200,0.138,3585.74,578.98,2241.55,765.21,144,0.09699999999999999,0.7194502407704655,15850.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
110,Sion,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Ale,TOP,0,2,7,3.5,7,0.27,0.583,178,6.8,8417,320,0.168,9461.28,6355.61,3103.67,2.0,359,0.171,1.1240679577046455,19710.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
111,Viego,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Tarzan,JUNGLE,3,1,6,9,9,0.34,0.75,149,5.7,9359,355,0.18600000000000003,6956.65,6161.99,556.66,238.0,264,0.126,0.7433112512020514,23085.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
112,Corki,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Doinb,MID,4,0,8,Perfect KDA,12,0.46,1.0,284,10.8,14089,535,0.28,23588.71,3247.16,19227.1,1114.45,896,0.426,1.6742643196820213,7315.94,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
113,Lucian,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Light,ADC,5,2,5,5,10,0.38,0.833,230,8.7,11489,436,0.22899999999999998,11412.91,7348.14,3837.3,227.47,433,0.20600000000000002,0.993377143354513,11455.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
114,Nami,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Iwandy,SUPPORT,0,2,11,5.5,11,0.42,0.917,11,0.4,6885,261,0.13699999999999998,3893.86,734.55,2665.31,494.0,148,0.07,0.5655570079883806,6057.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
115,Camille,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Bin,TOP,0,3,3,1,3,0.11,0.429,221,8.4,10518,399,0.23800000000000002,12858.49,8242.93,179.36,4436.2,488,0.314,1.222522342650694,21285.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
116,Wukong,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,WeiWei,JUNGLE,3,3,2,1.7,5,0.19,0.7140000000000001,148,5.6,8713,331,0.19699999999999998,8279.63,5839.88,1744.19,695.56,314,0.20199999999999999,0.9502616779524847,23158.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
117,Galio,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,FoFo,MID,1,2,3,2,4,0.15,0.5710000000000001,222,8.4,8856,336,0.201,9610.5,142.68,9419.9,47.92,365,0.235,1.0851964769647697,13791.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
118,Kalista,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Doggo,ADC,1,2,4,2.5,5,0.19,0.7140000000000001,238,9.0,9798,372,0.222,6931.98,6485.91,446.07,0.0,263,0.16899999999999998,0.7074892835272504,9652.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
119,Nautilus,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,1,Crisp,SUPPORT,2,2,3,2.5,5,0.19,0.7140000000000001,32,1.2,6237,237,0.141,3298.94,608.92,1998.02,692.0,125,0.081,0.5289305755972423,10467.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
120,Gnar,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Zoom,TOP,7,1,6,13.0,13,0.38,0.591,332,9.7,16685,488,0.242,22037.28,17470.0,3686.61,880.67,645,0.299,1.3207839376685646,20412.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
121,Wukong,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,H4cker,JUNGLE,3,1,12,15.0,15,0.44,0.682,212,6.2,12598,369,0.182,8759.03,6750.0,1455.43,553.6,256,0.11900000000000001,0.6952714716621686,25026.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
122,Lissandra,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Cryin,MID,6,1,13,19.0,19,0.56,0.8640000000000001,296,8.7,15770,462,0.228,18900.97,1524.29,17018.5,358.18,553,0.257,1.1985396322130628,14106.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
123,Kai,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Elk,ADC,5,2,11,8.0,16,0.47,0.727,339,9.9,16282,477,0.23600000000000002,19064.18,10531.8,5205.23,3327.15,558,0.259,1.1708745854317653,13818.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
124,Nautilus,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,ShiauC,SUPPORT,1,4,10,2.8,11,0.32,0.5,28,0.8,7726,226,0.11199999999999999,4891.53,828.4,3271.38,791.75,143,0.066,0.6331258089567693,14975.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
125,Aatrox,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,shanji,TOP,3,3,1,1.3,4,0.12,0.444,290,8.5,12931,378,0.226,12462.99,12029.5,0.0,433.49,365,0.205,0.9638071301523471,24771.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
126,Trundle,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,AKi,JUNGLE,2,5,2,0.8,4,0.12,0.444,128,3.7,8768,257,0.153,5160.41,3089.11,1566.9,504.4,151,0.085,0.5885504105839416,28383.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
127,Taliyah,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Creme,MID,0,6,4,0.7,4,0.12,0.444,279,8.2,11973,350,0.209,13281.81,432.38,12085.2,764.23,389,0.21899999999999997,1.1093134552743673,13819.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
128,Ezreal,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Able,ADC,3,4,5,2.0,8,0.23,0.889,335,9.8,15866,464,0.27699999999999997,25408.92,16341.9,7163.02,1904.0,744,0.418,1.6014698096558677,11589.2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
129,Braum,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,1,Jerry,SUPPORT,1,4,7,2.0,8,0.23,0.889,45,1.3,7800,228,0.136,4453.01,328.92,4037.02,87.07,130,0.073,0.5708987179487179,13818.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
130,Gangplank,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Bin,TOP,3,1,6,9,9,0.31,0.6,305,10.6,15686,547,0.254,20602.5,13647.9,3564.14,3390.46,718,0.35100000000000003,1.3134323600663012,13632.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
131,Wukong,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,WeiWei,JUNGLE,0,0,9,Perfect KDA,9,0.31,0.6,159,5.5,9435,329,0.153,5740.85,4457.78,1159.07,124.0,200,0.098,0.6084631690514044,17472.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
132,LeBlanc,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,FoFo,MID,0,1,6,6,6,0.21,0.4,271,9.4,11816,412,0.192,8946.76,966.77,7541.99,438.0,312,0.152,0.7571733243060258,13900.6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
133,Kalista,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Doggo,ADC,11,1,3,14,14,0.49,0.9329999999999999,330,11.5,16799,585,0.272,18954.41,17356.8,1507.61,90.0,660,0.32299999999999995,1.128305851538782,9424.09,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
134,Thresh,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Crisp,SUPPORT,1,1,13,14,14,0.49,0.9329999999999999,34,1.2,7916,276,0.128,4460.02,538.82,3220.46,700.74,155,0.076,0.5634183931278424,10629.1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
135,Sion,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Ale,TOP,0,2,2,1,2,0.07,0.5,202,7.0,8760,305,0.193,8312.98,5798.74,2493.89,20.35,290,0.256,0.9489703196347031,24749.7,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
136,Viego,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Tarzan,JUNGLE,1,2,0,0.5,1,0.03,0.25,151,5.3,8834,308,0.19399999999999998,2291.1,1746.22,299.88,245.0,80,0.07,0.25935023771790805,19954.5,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
137,Corki,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Doinb,MID,0,3,1,0.3,1,0.03,0.25,279,9.7,10840,378,0.239,9460.36,1322.95,7741.02,396.39,330,0.29100000000000004,0.8727269372693728,11452.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
138,Ezreal,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Light,ADC,1,3,3,1.3,4,0.14,1.0,266,9.3,10438,364,0.23,7578.3,4466.03,3056.27,56.0,264,0.233,0.7260298907836751,11950.3,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
139,Karma,LNG Esports vs BLG,LNG Esports,2 - 1,Bilibili Gaming,WEEK1,12.1,2022-06-12,2,Iwandy,SUPPORT,2,5,1,0.6,3,0.1,0.75,28,1.0,6576,229,0.145,4892.98,432.93,3734.05,726.0,170,0.15,0.7440663017031629,10247.0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
140,Gangplank,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,2,shanji,TOP,3,5,4,1.4,7,0.26,0.778,202,7.6,10257,386,0.23399999999999999,15923.08,9559.46,5218.48,1145.14,599,0.287,1.552411036365409,22315.4,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
141,Zed,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,2,AKi,JUNGLE,0,4,2,0.5,2,0.08,0.222,158,5.9,7402,278,0.16899999999999998,5801.41,5390.02,204.89,206.5,218,0.10400000000000001,0.7837624966225344,20068.8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
142,Akali,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,2,Creme,MID,4,4,2,1.5,6,0.23,0.667,190,7.1,9994,376,0.228,11773.39,550.69,10908.7,314.0,443,0.212,1.1780458274964978,17982.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
143,Lucian,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,2,Able,ADC,2,4,4,1.5,6,0.23,0.667,212,8.0,9755,367,0.223,15462.06,10125.2,5181.22,155.64,582,0.278,1.5850394669400307,19117.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
144,Nami,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.1,2022-06-12,2,Jerry,SUPPORT,0,4,8,2,8,0.3,0.889,16,0.6,6359,239,0.145,6591.95,861.81,4704.16,1025.98,248,0.11900000000000001,1.0366331184148452,12105.9,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
