Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gangplank,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Zoom,TOP,9,2,7,8,365,10,19653,540,26.7%,0,0,0,31499.71,18777,6791.72,5930.99,865,32.9%,0.44,80%,26694.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,H4cker,JUNGLE,1,1,11,12,211,5.8,12131,333,16.5%,0,0,0,7176.73,6357.46,547.19,272.08,197,7.5%,0.33,60%,31623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBlanc,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Cryin,MID,6,1,6,12,271,7.4,16054,441,21.8%,0,0,0,24980.76,845.1,23861.2,274.46,686,26.1%,0.33,60%,19813.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Elk,ADC,3,0,11,Perfect KDA,349,9.6,16501,453,22.4%,0,0,0,27574.68,24778.3,1314.58,1481.8,757,28.8%,0.38,70%,13180.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thresh,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,ShiauC,SUPPORT,1,1,14,15,31,0.9,9239,254,12.6%,0,0,0,4644.83,472.16,2908.82,1263.85,128,4.8%,0.41,75%,14258.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aatrox,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,369,TOP,1,7,3,0.6,264,7.2,12007,330,19.8%,0,0,0,13643.7,13643.7,0,0,375,18.1%,0.11,80%,36908.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vi,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Kanavi,JUNGLE,2,3,0,0.7,241,6.6,11958,328,19.8%,0,0,0,6920.63,6619.13,0,301.5,190,9.2%,0.05,40%,21446.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azir,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Yagao,MID,1,2,1,1,360,9.9,14592,401,24.1%,0,0,0,14986.81,232.71,14754.1,0,412,19.8%,0.05,40%,17637.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezreal,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Hope,ADC,0,2,4,2,347,9.5,13866,381,22.9%,0,0,0,30332.46,20424.4,8900.06,1008,833,40.1%,0.11,80%,20325.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma,JD Gaming vs Ultra Prime,JD Gaming,2 - 1,Ultra Prime,WEEK3,12.11,2022-06-24,2,Missing,SUPPORT,1,6,3,0.7,32,0.9,8083,222,13.4%,0,0,0,9674.29,379.12,8252.95,1042.22,266,12.8%,0.11,80%,18535.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
