Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gwen,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Wayward,TOP,7,1,6,13,276,8.9,15084,489,23.9%,0,0,0,15655.4,2032.86,8861.54,4761,507,25.2%,0.42,65%,24956.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Tian,JUNGLE,5,2,11,8,208,6.7,12392,401,19.6%,0,0,0,13176.2,10644.4,1926.51,605.29,427,21.2%,0.52,80%,30173.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Knight,MID,4,0,10,Perfect KDA,311,10.1,14025,454,22.2%,0,0,0,12604.85,981.99,11356.6,266.26,408,20.3%,0.45,70%,11605.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,JackeyLove,ADC,2,3,14,5.3,293,9.5,13434,435,21.3%,0,0,0,16355.86,15178.9,788.08,388.88,530,26.3%,0.52,80%,12067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Mark,SUPPORT,2,1,11,13,44,1.4,8251,267,13.1%,0,0,0,4315.47,804.1,3200.22,311.15,140,6.9%,0.42,65%,10582.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennen,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,369,TOP,1,4,3,1,255,8.3,11033,357,21.4%,0,0,0,19062.56,3110.65,15919.9,32.01,618,34.1%,0.13,57.1%,15100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Kanavi,JUNGLE,4,5,2,1.2,177,5.7,11479,372,22.2%,0,0,0,8269.13,7434.6,495.53,339,268,14.8%,0.19,85.7%,21963.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahri,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Yagao,MID,1,2,5,3,293,9.5,11789,382,22.8%,0,0,0,13552.3,1762.2,8609,3181.1,439,24.3%,0.19,85.7%,17310.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezreal,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Hope,ADC,1,5,5,1.2,248,8,10972,355,21.3%,0,0,0,12408.31,8566.59,3697.72,144,402,22.2%,0.19,85.7%,15650.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leona,JD Gaming vs Top Esports,Top Esports,1 - 2,JD Gaming,WEEK1,12.10,2022-06-11,2,Missing,SUPPORT,0,4,4,1,38,1.2,6335,205,12.3%,0,0,0,2548.96,919.34,967.62,662,83,4.6%,0.13,57.1%,12357.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
