Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Kennen,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Demon,TOP,0,4,1,0.3,232,8,11008,381,23.7%,0,0,0,10144.66,1202.35,8550.74,391.57,351,19.3%,0.03,12.5%,13532.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,View,JUNGLE,2,4,5,1.8,128,4.4,8629,298,18.6%,0,0,0,8842.4,5924.74,1656.89,1260.77,306,16.9%,0.24,87.5%,25790.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Shanks,MID,3,3,2,1.7,206,7.1,9349,323,20.1%,0,0,0,15782.42,1314.08,12232.8,2235.54,546,30.1%,0.17,62.5%,22934.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Xing,ADC,2,3,4,2,266,9.2,11151,386,24%,0,0,0,13672.57,12193.2,1395.18,84.19,473,26.1%,0.21,75%,10249.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Kedaya,SUPPORT,1,5,4,1,44,1.5,6338,219,13.6%,0,0,0,3990.14,664.68,2307.43,1018.03,138,7.6%,0.17,62.5%,10501.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwen,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,PandaC,TOP,4,2,5,4.5,228,7.9,11447,396,19.8%,0,0,0,15115.27,1753.62,9724.34,3637.31,523,24.2%,0.31,47.4%,19667.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elise,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Tarzan,JUNGLE,2,2,7,4.5,152,5.3,10028,347,17.3%,0,0,0,7423.82,508.91,6621.86,293.05,257,11.9%,0.31,47.4%,18115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renekton,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Doinb,MID,3,2,9,6,225,7.8,11757,407,20.3%,0,0,0,15828.51,11210.7,3425.53,1192.28,547,25.3%,0.41,63.2%,20101.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,Light,ADC,9,0,6,Perfect KDA,297,10.3,17122,592,29.6%,0,0,0,18881.44,14999.3,2891.52,990.62,653,30.2%,0.52,78.9%,11689.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amumu,Team WE vs LNG Esports,Team WE,0 - 2,LNG Esports,WEEK8,12.13,2022-07-31,1,LvMao,SUPPORT,1,2,12,6.5,35,1.2,7465,258,12.9%,0,0,0,5325.48,645.98,3570.76,1108.74,184,8.5%,0.45,68.4%,10661.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
