Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,fearness,TOP,3,3,2,1.7,307,8.2,14294,382,24.6%,0,0,0,27885.28,21380.4,5579.73,925.15,745,34.4%,0.13,62.5%,40393.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Kui,JUNGLE,0,3,2,0.7,177,4.7,9523,254,16.4%,0,0,0,3544.89,2344.84,778.79,421.26,95,4.4%,0.05,25%,27700.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Haichao,MID,2,1,0,2,306,8.2,12845,343,22.1%,0,0,0,21207.36,47.14,19596.6,1563.62,567,26.1%,0.05,25%,15120.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,jinjiao,ADC,2,2,4,3,198,5.3,10934,292,18.8%,0,0,0,9896.21,539.67,8661.17,695.37,264,12.2%,0.16,75%,30981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Assum,SUPPORT,1,5,5,1.2,73,2,10480,280,18%,0,0,0,18577.89,16163,0,2414.89,496,22.9%,0.16,75%,20476.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sejuani,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Zoom,TOP,2,0,4,Perfect KDA,304,8.1,14683,392,21.6%,0,0,0,16534.42,8190.49,7043.93,1300,442,15.6%,0.16,42.9%,35211.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,H4cker,JUNGLE,2,1,9,11,222,5.9,13150,351,19.3%,0,0,0,10932.68,9421.73,1033.95,477,292,10.3%,0.29,78.6%,32448.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azir,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Cryin,MID,5,1,2,7,300,8,15275,408,22.5%,0,0,0,38140.94,370.44,37570.5,200,1019,36%,0.19,50%,22140.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,Elk,ADC,4,3,3,2.3,322,8.6,15510,414,22.8%,0,0,0,34005.02,31508.7,2176.32,320,908,32.1%,0.19,50%,18233.4,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
Lulu,LGD Gaming vs Ultra Prime,LGD Gaming,1 - 2,Ultra Prime,WEEK6,12.12,2022-07-17,3,ShiauC,SUPPORT,1,3,6,2.3,28,0.7,9396,251,13.8%,0,0,0,6297.11,771.21,5083.9,442,168,5.9%,0.19,50%,10046,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
