Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gwen,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Zika,TOP,1,3,2,1,240,9.1,9886,376,22.8%,0,0,0,4655.68,578.92,3002.99,1073.77,177,16.6%,0.11,50%,18129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,XUN,JUNGLE,2,5,3,1,142,5.4,8298,316,19.2%,0,0,0,5986.87,5353.33,281.59,351.95,228,21.3%,0.19,83.3%,23403.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Yuekai,MID,3,3,3,2,221,8.4,10104,385,23.3%,0,0,0,8916.67,158.05,8683.62,75,339,31.8%,0.23,100%,15405.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draven,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Wink,ADC,0,2,1,0.5,247,9.4,9572,364,22.1%,0,0,0,6576.52,6352.52,0,224,250,23.4%,0.04,16.7%,9929.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,XinLiu,SUPPORT,0,5,2,0.4,29,1.1,5418,206,12.5%,0,0,0,1932.08,275.7,1062.28,594.1,74,6.9%,0.08,33.3%,13238.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennen,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Flandre,TOP,6,4,6,3,267,10.2,14082,536,25%,0,0,0,16482.78,2703,12969.4,810.38,628,28.1%,0.46,66.7%,13773.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Jiejie,JUNGLE,0,1,11,11,151,5.7,8794,335,15.6%,0,0,0,4975.95,4640.59,158.36,177,189,8.5%,0.42,61.1%,19297.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Scout,MID,0,0,11,Perfect KDA,243,9.3,11009,419,19.5%,0,0,0,10118.95,51.06,9664.97,402.92,385,17.2%,0.42,61.1%,6126.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeri,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,Viper,ADC,12,0,4,Perfect KDA,262,10,15348,584,27.2%,0,0,0,24151.48,14136.9,9252.11,762.47,919,41.1%,0.61,88.9%,6054.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,IG vs EDG,Invictus Gaming,1 - 2,Edward Gaming,WEEK3,12.11,2022-06-22,3,meiko,SUPPORT,0,1,13,13,27,1,7151,272,12.7%,0,0,0,3001.41,253.13,2748.28,0,114,5.1%,0.49,72.2%,7765.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
