Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Sejuani,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Biubiu,TOP,2,1,12,14,225,7.5,11388,380,19.1%,0,0,0,13555.23,6355.01,5187.86,2012.36,453,19.7%,0.47,77.8%,16923.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,View,JUNGLE,6,1,9,15,153,5.1,11703,391,19.6%,0,0,0,9700.29,7895.75,917.19,887.35,324,14.1%,0.5,83.3%,23416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylas,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Shanks,MID,5,1,11,16,276,9.2,14624,489,24.5%,0,0,0,23786.62,202.9,22787.4,796.32,795,34.6%,0.53,88.9%,23192.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Xing,ADC,4,0,7,Perfect KDA,299,10,13720,458,23%,0,0,0,15766.96,13648.7,771.79,1346.47,527,22.9%,0.37,61.1%,6204.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Kedaya,SUPPORT,1,0,10,Perfect KDA,41,1.4,8334,278,13.9%,0,0,0,5906.47,882.34,3750.5,1273.63,197,8.6%,0.37,61.1%,9686.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornn,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,fearness,TOP,0,5,3,0.6,220,7.3,8975,300,20%,0,0,0,12183.43,4069.19,8114.24,0,407,25%,0.1,100%,24934.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Kui,JUNGLE,0,4,0,0,139,4.6,7730,258,17.2%,0,0,0,1512.91,1317.6,165.81,29.5,51,3.1%,0,0%,21735.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBlanc,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Haichao,MID,1,2,2,1.5,226,7.6,9685,324,21.6%,0,0,0,11317.73,1991.55,8768.18,558,378,23.3%,0.1,100%,16922.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeri,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,Assum,ADC,2,3,1,1,294,9.8,12187,407,27.2%,0,0,0,18903.32,11359.6,6931.72,612,632,38.9%,0.1,100%,14636.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,LGD Gaming vs Team WE,LGD Gaming,2 - 1,Team WE,WEEK8,12.13,2022-07-27,2,jinjiao,SUPPORT,0,4,2,0.5,41,1.4,6260,209,14%,0,0,0,4731.64,210.84,4124.8,396,158,9.7%,0.07,66.7%,11495.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
