Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Flandre,TOP,1,1,2,3,291,9.7,12241,408,23.9%,0,0,0,12950.8,11236.8,1714,0,431,28.9%,0.1,42.9%,16859.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Jiejie,JUNGLE,3,2,1,2,182,6.1,9928,331,19.4%,0,0,0,5806.75,5076.55,334.7,395.5,193,13%,0.13,57.1%,23687.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylas,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Scout,MID,2,1,3,5,284,9.5,12075,402,23.6%,0,0,0,14170.38,0,13360.2,810.18,472,31.7%,0.17,71.4%,15679.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Viper,ADC,1,1,0,1,282,9.4,11112,370,21.7%,0,0,0,9542.79,7621.52,694.24,1227.03,318,21.3%,0.03,14.3%,8332.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,meiko,SUPPORT,0,4,1,0.3,32,1.1,5883,196,11.5%,0,0,0,2285.56,271.92,1148.2,865.44,76,5.1%,0.03,14.3%,11926.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gangplank,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Wayward,TOP,2,3,3,1.7,263,8.8,12570,419,23.1%,0,0,0,14189.18,7990.67,3978.11,2220.4,472,27.6%,0.17,55.6%,20005.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Tian,JUNGLE,2,2,4,3,172,5.7,9927,331,18.2%,0,0,0,4939.64,4173.25,349.89,416.5,164,9.6%,0.2,66.7%,22081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Knight,MID,3,0,5,Perfect KDA,279,9.3,12109,403,22.2%,0,0,0,12607.62,437.92,12169.7,0,420,24.6%,0.27,88.9%,6008.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,JackeyLove,ADC,2,1,6,8,297,9.9,13058,435,24%,0,0,0,15850.24,13963.7,1730.54,156,528,30.9%,0.27,88.9%,6951.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,EDG vs Top Esports,Edward Gaming,1 - 2,Top Esports,WEEK6,12.12,2022-07-16,3,Mark,SUPPORT,0,1,8,8,27,0.9,6790,226,12.5%,0,0,0,3755.55,469.07,2824.48,462,125,7.3%,0.27,88.9%,9511.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
