Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Kayle,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,TheShy,TOP,1,7,1,0.3,252,9.3,9799,361,22.2%,0,0,0,13870.3,4794.47,9072.7,3.13,511,28.5%,0.07,28.6%,18623.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,SofM,JUNGLE,1,5,3,0.8,147,5.4,8030,296,18.2%,0,0,0,9529.51,7636.17,1155.74,737.6,351,19.6%,0.15,57.1%,25848.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Fate,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Angel,MID,3,4,2,1.3,189,7,9886,364,22.4%,0,0,0,8958.26,894.72,7911.54,152,330,18.4%,0.18,71.4%,15282.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,huanfeng,ADC,2,4,3,1.3,262,9.6,10880,400,24.6%,0,0,0,12383.68,10904.7,498.88,980.1,456,25.4%,0.18,71.4%,12565.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,ON,SUPPORT,0,4,4,1,41,1.5,5605,206,12.7%,0,0,0,3965.23,956.36,2342.75,666.12,146,8.1%,0.15,57.1%,15910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasus,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Cube,TOP,4,1,4,8,212,7.8,11810,435,19.5%,0,0,0,8939.77,6871.06,2068.71,0,329,13%,0.29,33.3%,20059.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Leyan,JUNGLE,11,0,5,Perfect KDA,162,6,12254,451,20.2%,0,0,0,12322.94,10759.5,1127.44,436,454,17.9%,0.59,66.7%,24667.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corki,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,Strive,MID,3,2,10,6.5,312,11.5,15328,564,25.3%,0,0,0,19471.39,1884.86,16917,669.53,717,28.3%,0.48,54.2%,12535.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeri,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,iBOY,ADC,6,0,7,Perfect KDA,245,9,14071,518,23.2%,0,0,0,22780.7,11509.9,10876.8,394,839,33.1%,0.48,54.2%,11152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakan,Rare Atom vs WBG,Weibo Gaming,2 - 1,Rare Atom,WEEK3,12.11,2022-06-25,1,yuyanjia,SUPPORT,0,4,12,3,36,1.3,7098,261,11.7%,0,0,0,5339.27,607.91,3909.36,822,197,7.8%,0.44,50%,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
