Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Ornn,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,fearness,TOP,1,2,6,3.5,223,7.9,9746,347,17.5%,0,0,0,12517.81,4592.92,7694.89,230,445,16.9%,0.25,30.4%,17285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Shad0w,JUNGLE,4,1,12,16,145,5.2,10370,369,18.6%,0,0,0,13976.89,12290.2,792.69,894,497,18.9%,0.57,69.6%,28107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,YeG,MID,2,1,14,16,205,7.3,10755,383,19.3%,0,0,0,12298.62,1557.54,10141,600.08,438,16.6%,0.57,69.6%,10917.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeri,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Assum,ADC,13,2,8,10.5,235,8.4,16683,594,29.9%,0,0,0,28741.32,19838.8,8485.27,417.25,1023,38.8%,0.75,91.3%,16465.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakan,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,jinjiao,SUPPORT,3,2,20,11.5,32,1.1,8292,295,14.8%,0,0,0,6462.52,1222.66,4793.86,446,230,8.7%,0.82,100%,11265.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gragas,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Summit,TOP,0,3,1,0.3,213,7.6,8821,314,20.2%,0,0,0,14171.75,1710.98,12121.2,339.57,504,29.3%,0.04,12.5%,28710.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Clid,JUNGLE,3,5,2,1,150,5.3,8626,307,19.8%,0,0,0,8418.6,6076.29,1600.31,742,300,17.4%,0.18,62.5%,27274.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galio,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Care,MID,1,1,4,5,217,7.7,8969,319,20.5%,0,0,0,10252.37,162.67,10089.7,0,365,21.2%,0.18,62.5%,12466.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitch,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Lwx,ADC,2,7,1,0.4,221,7.9,10155,361,23.3%,0,0,0,6461.54,5116.62,177.39,1167.53,230,13.4%,0.11,37.5%,17150.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuumi,FPX vs LGD Gaming,Funplus Phoenix,2 - 1,LGD Gaming,WEEK5,12.12,2022-07-06,2,Hang,SUPPORT,2,7,3,0.7,6,0.2,7089,252,16.2%,0,0,0,9060.95,853.63,7312.68,894.64,322,18.7%,0.18,62.5%,9496.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
