Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Shyvana,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,shanji,TOP,2,3,1,1,284,9.2,11306,367,22.7%,0,0,0,11875.95,2752.18,9123.77,0,385,23.6%,0.1,60%,23455.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,AKi,JUNGLE,1,3,1,0.7,154,5,8210,266,16.5%,0,0,0,4618.58,3876.23,334.81,407.54,150,9.2%,0.06,40%,23393.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Creme,MID,0,2,2,1,266,8.6,11550,375,23.2%,0,0,0,24407.92,1012.89,22547.5,847.53,792,48.4%,0.06,40%,8519.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Able,ADC,1,2,2,1.5,320,10.4,11928,387,24%,0,0,0,7321.86,6218.12,449.99,653.75,238,14.5%,0.1,60%,8145.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,cold,SUPPORT,1,4,2,0.8,27,0.9,6758,219,13.6%,0,0,0,2174.82,306.92,1275.9,592,71,4.3%,0.1,60%,12856.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnar,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Summit,TOP,6,0,4,Perfect KDA,323,10.5,15519,504,25.2%,0,0,0,21550.57,16230.3,5164.27,156,699,36.9%,0.32,71.4%,17195.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Clid,JUNGLE,1,2,10,5.5,188,6.1,11072,359,18%,0,0,0,7924.37,5355.34,1078.22,1490.81,257,13.6%,0.36,78.6%,24780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akali,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Care,MID,4,1,4,8,267,8.7,13050,423,21.2%,0,0,0,12508.92,493.99,10021,1993.93,406,21.4%,0.26,57.1%,23632.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Lwx,ADC,3,1,5,8,335,10.9,14612,474,23.7%,0,0,0,12109.53,10805.4,828.13,476,393,20.7%,0.26,57.1%,9478.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,OMG vs FPX,OMG,2 - 1,Funplus Phoenix,WEEK6,12.12,2022-07-17,1,Hang,SUPPORT,0,1,10,10,18,0.6,7283,236,11.8%,0,0,0,4300.43,405.98,1882.11,2012.34,140,7.4%,0.32,71.4%,9057.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
