Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gwen,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Breathe,TOP,1,0,5,Perfect KDA,349,10.2,14537,426,21.6%,0,0,0,10392.08,1423.62,6285.39,2683.07,304,18.1%,0.18,37.5%,18988.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Wei,JUNGLE,3,1,7,10,192,5.6,12484,366,18.5%,0,0,0,10072.68,8560.23,618.36,894.09,295,17.5%,0.29,62.5%,26745.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,xiaohu,MID,0,2,10,5,308,9,13554,397,20.1%,0,0,0,10164.64,587.64,9268.84,308.16,298,17.7%,0.29,62.5%,16429.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,GALA,ADC,10,2,4,7,353,10.3,17869,523,26.5%,0,0,0,21662.23,18640.5,1427.36,1594.37,634,37.7%,0.41,87.5%,13729.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Ming,SUPPORT,2,1,13,15,28,0.8,8873,260,13.2%,0,0,0,5126.42,1243.16,3165.26,718,150,8.9%,0.44,93.8%,4929.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayle,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Biubiu,TOP,0,3,0,0,361,10.6,13423,393,23.7%,0,0,0,14332.82,6179.84,6987.7,1165.28,420,25.4%,0,0%,18906.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,beishang,JUNGLE,1,3,3,1.3,169,4.9,9863,289,17.4%,0,0,0,5890.62,4949.29,648.59,292.74,172,10.4%,0.12,66.7%,22483.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azir,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Shanks,MID,2,2,0,1,308,9,13295,389,23.4%,0,0,0,19927.29,293.48,18343.6,1290.21,584,35.3%,0.06,33.3%,10857.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinx,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,Xing,ADC,2,2,2,2,324,9.5,13196,386,23.3%,0,0,0,13143.59,11935.5,454.38,753.71,385,23.3%,0.12,66.7%,13328.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,RNG vs Team WE,Royal Never Give Up,2 - 1,Team WE,WEEK6,12.12,2022-07-12,1,heal,SUPPORT,1,6,2,0.5,29,0.8,6933,203,12.2%,0,0,0,3182.31,399.78,1804.88,977.65,93,5.6%,0.09,50%,16096.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
