Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,TheShy,TOP,2,1,9,11,289,9.8,14623,494,23.9%,0,0,0,24693.76,20454.6,4001.16,238,834,28.2%,0.37,64.7%,16862.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,SofM,JUNGLE,3,1,9,12,175,5.9,11061,374,18.1%,0,0,0,9567.48,8342.93,1074.05,150.5,323,10.9%,0.41,70.6%,25430.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylas,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Angel,MID,6,1,6,12,266,9,13290,449,21.8%,0,0,0,22174.97,2076.27,20098.7,0,749,25.3%,0.41,70.6%,21751.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhin,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,huanfeng,ADC,4,1,6,10,291,9.8,13829,467,22.6%,0,0,0,22518.98,19456.6,2536.38,526,761,25.7%,0.34,58.8%,11202.4,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
Rakan,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,ON,SUPPORT,2,0,10,Perfect KDA,29,1,8266,279,13.5%,0,0,0,8603.03,1134.84,6812.19,656,291,9.8%,0.41,70.6%,15554.2,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
Jax,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Zdz,TOP,0,4,1,0.3,232,7.8,9488,321,20.5%,0,0,0,9903.02,6269.56,3353.46,280,335,17.2%,0.03,25%,22140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Zhao,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Xiaohao,JUNGLE,1,3,2,1,170,5.7,8808,298,19%,0,0,0,10557.11,9477.85,615.26,464,357,18.3%,0.1,75%,26600.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryze,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Forge,MID,3,3,1,1.3,263,8.9,12485,422,26.9%,0,0,0,16126.67,470.17,15326.5,330,545,28%,0.14,100%,17729.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Qiuqiu,ADC,0,3,3,1,192,6.5,8449,285,18.2%,0,0,0,9246.4,608.71,8097.69,540,312,16.1%,0.1,75%,28459.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna,WBG vs AL,Weibo Gaming,1 - 2,Anyone s Legend,WEEK5,12.11,2022-07-05,1,Betty,SUPPORT,0,4,3,0.8,53,1.8,7155,242,15.4%,0,0,0,11767.9,11767.9,0,0,398,20.4%,0.1,75%,15132.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
