Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,fearness,TOP,2,3,3,1.7,277,9,11784,382,23.2%,0,0,0,18575.36,15324.5,3100.86,150,602,34.9%,0.16,62.5%,20303.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,Shad0w,JUNGLE,4,2,1,2.5,185,6,10320,334,20.3%,0,0,0,7783.13,6708.12,880.01,195,252,14.6%,0.16,62.5%,20170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,YeG,MID,2,3,2,1.3,294,9.5,11530,374,22.7%,0,0,0,12427.09,495.89,11053.2,878,403,23.3%,0.13,50%,12292.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,jinjiao,ADC,0,4,3,0.8,191,6.2,8890,288,17.5%,0,0,0,5506.51,366.7,4691.81,448,178,10.3%,0.1,37.5%,18395.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,Eric,SUPPORT,0,3,5,1.7,44,1.4,8292,269,16.3%,0,0,0,8983.3,8983.3,0,0,291,16.9%,0.16,62.5%,9111.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwen,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,xiaoxiang,TOP,4,3,7,3.7,231,7.5,13622,441,22.4%,0,0,0,24753.63,2103.52,15055.5,7594.61,802,42.6%,0.36,73.3%,28245.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,Beichuan,JUNGLE,3,3,6,3,183,5.9,11531,374,18.9%,0,0,0,10222.16,8712.54,1117.32,392.3,331,17.6%,0.29,60%,23866.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylas,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,Ucal,MID,4,0,4,Perfect KDA,296,9.6,13501,437,22.2%,0,0,0,9490.28,1355.15,7814.54,320.59,307,16.3%,0.26,53.3%,15465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sivir,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,Kepler,ADC,3,0,7,Perfect KDA,298,9.7,14418,467,23.7%,0,0,0,11328.86,10046.8,296.14,985.92,367,19.5%,0.32,66.7%,7062.38,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
Leona,LGD Gaming vs TT,LGD Gaming,1 - 2,TT,WEEK9,12.13,2022-08-03,3,yaoyao,SUPPORT,1,2,8,4.5,33,1.1,7802,253,12.8%,0,0,0,2368.47,507.29,1260.88,600.3,77,4.1%,0.29,60%,9319.5,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
