Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Kayle,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,TheShy,TOP,3,2,6,4.5,318,9.5,15143,451,22.6%,0,0,0,27911.65,5289.41,19327.5,3294.74,831,35.5%,0.27,60%,25847.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,SofM,JUNGLE,4,1,8,12,207,6.2,12478,372,18.6%,0,0,0,11631.63,8729.28,2699.85,202.5,346,14.8%,0.36,80%,33094.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Fate,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,Angel,MID,3,1,9,12,296,8.8,14564,434,21.8%,0,0,0,18129.64,1984.54,16145.1,0,540,23.1%,0.36,80%,16237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,huanfeng,ADC,3,2,7,5,328,9.8,15388,458,23%,0,0,0,14256.4,11854.5,2375.9,26,425,18.1%,0.3,66.7%,16658.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,ON,SUPPORT,2,1,12,14,43,1.3,9350,278,14%,0,0,0,6634.97,1233.25,4325.56,1076.16,198,8.4%,0.42,93.3%,13028.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnar,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,Bin,TOP,0,3,4,1.3,309,9.2,13209,393,23.7%,0,0,0,14672.05,12022.2,2649.85,0,437,20%,0.12,57.1%,24819.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,can,JUNGLE,3,3,4,2.3,155,4.6,9941,296,17.8%,0,0,0,9909.13,8307.13,920.5,681.5,295,13.5%,0.21,100%,32429.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corki,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,FoFo,MID,1,2,3,2,287,8.5,12882,384,23.1%,0,0,0,26175.85,3982.67,21423.9,769.28,779,35.7%,0.12,57.1%,17201.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashe,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,Doggo,ADC,2,3,3,1.7,290,8.6,12529,373,22.5%,0,0,0,15268.65,13533,1447.65,288,455,20.8%,0.15,71.4%,19614.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard,BLG vs WBG,Bilibili Gaming,1 - 2,Weibo Gaming,WEEK5,12.12,2022-07-09,2,Crisp,SUPPORT,1,4,5,1.5,58,1.7,7165,213,12.9%,0,0,0,7298.52,913.36,6385.16,0,217,10%,0.18,85.7%,16129.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
