Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gnar,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Zoom,TOP,7,1,6,13,332,9.7,16685,488,24.2%,0,0,0,22037.28,17470,3686.61,880.67,645,29.9%,0.38,59.1%,20412.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,H4cker,JUNGLE,3,1,12,15,212,6.2,12598,369,18.2%,0,0,0,8759.03,6750,1455.43,553.6,256,11.9%,0.44,68.2%,25026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Cryin,MID,6,1,13,19,296,8.7,15770,462,22.8%,0,0,0,18900.97,1524.29,17018.5,358.18,553,25.7%,0.56,86.4%,14106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Elk,ADC,5,2,11,8,339,9.9,16282,477,23.6%,0,0,0,19064.18,10531.8,5205.23,3327.15,558,25.9%,0.47,72.7%,13818.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,ShiauC,SUPPORT,1,4,10,2.8,28,0.8,7726,226,11.2%,0,0,0,4891.53,828.4,3271.38,791.75,143,6.6%,0.32,50%,14975.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aatrox,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,shanji,TOP,3,3,1,1.3,290,8.5,12931,378,22.6%,0,0,0,12462.99,12029.5,0,433.49,365,20.5%,0.12,44.4%,24771.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trundle,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,AKi,JUNGLE,2,5,2,0.8,128,3.7,8768,257,15.3%,0,0,0,5160.41,3089.11,1566.9,504.4,151,8.5%,0.12,44.4%,28383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taliyah,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Creme,MID,0,6,4,0.7,279,8.2,11973,350,20.9%,0,0,0,13281.81,432.38,12085.2,764.23,389,21.9%,0.12,44.4%,13819.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezreal,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Able,ADC,3,4,5,2,335,9.8,15866,464,27.7%,0,0,0,25408.92,16341.9,7163.02,1904,744,41.8%,0.23,88.9%,11589.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braum,Ultra Prime vs OMG,Ultra Prime,2 - 0,OMG,WEEK1,12.10,2022-06-12,1,Jerry,SUPPORT,1,4,7,2,45,1.3,7800,228,13.6%,0,0,0,4453.01,328.92,4037.02,87.07,130,7.3%,0.23,88.9%,13818.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
