Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Sion,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Bin,TOP,1,3,2,1,254,6.7,11252,298,18.5%,0,0,0,14756.37,8102.35,5909.18,744.84,391,19.6%,0.08,37.5%,34441.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,WeiWei,JUNGLE,4,4,3,1.8,210,5.6,11748,311,19.4%,0,0,0,12128.46,9158.03,1933.22,1037.21,321,16.1%,0.19,87.5%,30648.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBlanc,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,icon,MID,2,4,1,0.8,299,7.9,13134,348,21.6%,0,0,0,12046.76,1199.85,10289.6,557.31,319,16%,0.08,37.5%,21060.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucian,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Doggo,ADC,1,2,4,2.5,395,10.5,16516,437,27.2%,0,0,0,28580.53,16800.4,8882.21,2897.92,756,37.9%,0.13,62.5%,16104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nami,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Crisp,SUPPORT,0,2,6,3,16,0.4,8022,212,13.2%,0,0,0,7866.93,1033.59,5872.96,960.38,208,10.4%,0.16,75%,8400.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camille,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Wayward,TOP,3,1,7,10,281,7.4,15557,412,22.6%,0,0,0,19241.98,10924,661.64,7656.34,509,22.7%,0.26,66.7%,23509.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viego,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Tian,JUNGLE,3,3,7,3.3,203,5.4,12731,337,18.5%,0,0,0,13932.71,11177.1,1136.17,1619.44,369,16.4%,0.26,66.7%,35187.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Knight,MID,2,0,9,Perfect KDA,328,8.7,14631,387,21.2%,0,0,0,29518.23,508.13,28938.1,72,781,34.8%,0.29,73.3%,13333.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,JackeyLove,ADC,5,2,4,4.5,361,9.6,17019,450,24.7%,0,0,0,17788.27,14053.5,2942.77,792,471,21%,0.24,60%,15861.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renata Glasc,Top Esports vs BLG,Top Esports,2 - 0,Bilibili Gaming,WEEK3,12.11,2022-06-22,2,Mark,SUPPORT,2,2,9,5.5,24,0.6,9040,239,13.1%,0,0,0,4310.12,736.65,3115.84,457.63,114,5.1%,0.29,73.3%,14625.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
