Champion,Game_title,Team1,Score,Team2,Week,Patch,Date,Match_num,Player,Role,Kills,Deaths,Assists,KDA,CS,CSM,Golds,GPM,GOLD%,WPM,VWPM,WCPM,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Total damage taken,Level,CS in Team's Jungle,CS in Enemy Jungle,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,VS%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total Time Spent Dead
Gragas,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Flandre,TOP,3,0,17,Perfect KDA,284,9.5,14043,470,21.6%,0,0,0,25250.87,949.63,23236.6,1064.64,845,24.3%,0.67,60.6%,20250.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppy,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,JunJia,JUNGLE,4,2,21,12.5,142,4.8,10952,367,16.8%,0,0,0,14223.41,11517.7,881.5,1824.21,476,13.7%,0.84,75.8%,25029.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahri,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Scout,MID,3,2,14,8.5,240,8,11902,399,18.3%,0,0,0,17416.83,945.5,11854,4617.33,583,16.7%,0.57,51.5%,15356.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Viper,ADC,19,1,12,31,259,8.7,18797,629,28.9%,0,0,0,39281.32,31199.6,6118.62,1963.1,1315,37.8%,1.04,93.9%,22379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nautilus,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,meiko,SUPPORT,4,3,20,8,33,1.1,9409,315,14.5%,0,0,0,7840.95,2083.6,4493.06,1264.29,263,7.5%,0.8,72.7%,20609.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornn,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Cube,TOP,2,5,4,1.2,229,7.7,9858,330,20.9%,0,0,0,13165,3773.84,9391.16,0,441,18.6%,0.2,75%,32086.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wukong,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Leyan,JUNGLE,3,7,3,0.9,137,4.6,8941,299,19%,0,0,0,13697.12,11696.3,1209.63,791.19,459,19.4%,0.2,75%,30836.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azir,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,Strive,MID,2,4,5,1.8,243,8.1,11604,389,24.6%,0,0,0,22957,290.75,21815.5,850.75,769,32.5%,0.23,87.5%,18985.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aphelios,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,iBOY,ADC,0,8,3,0.4,248,8.3,10497,351,22.3%,0,0,0,17840.37,16423.1,1064.77,352.5,597,25.2%,0.1,37.5%,17166.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tahm Kench,Rare Atom vs EDG,Rare Atom,0 - 2,Edward Gaming,WEEK8,12.13,2022-07-30,2,yuyanjia,SUPPORT,1,9,2,0.3,41,1.4,6223,208,13.2%,0,0,0,3049.34,317.85,2731.49,0,102,4.3%,0.1,37.5%,20725.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
